"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"redevance";-3,404;-0,144;-1,113;39,12;-0,183;-8,068
"recueillir";0,012;-0,157;-0,011;-1,299;-0,2;1,263
"recours";-3,713;-0,157;3,597;2,723;-0,2;-0,396
"ralentir";-1,556;-0,157;-1,214;2,723;-0,2;0,291
"quota";-3,404;-0,144;-1,113;-0,091;3,8;4,17
"quils";-3,713;-0,157;3,597;0,908;-0,2;-0,002
"pénaliser";-3,713;-0,157;-0,011;26,396;-0,2;-5,676
"puch";30,787;-0,157;-1,214;-3,375;-0,2;-5,676
"psychopathe";-3,713;-0,157;3,597;-1,299;3,346;1,263
"psychique";-3,713;-0,157;-1,214;-0,196;-0,2;8,275
"provocation";-1,556;-0,157;-0,011;-3,375;3,346;5,255
"provenance";-1,289;-0,144;1,067;11,159;-0,183;-4,973
"proportionnalité";-3,713;-0,157;3,597;0,065;-0,2;0,291
"programmer";-3,713;-0,157;-1,214;5,512;-0,2;0,291
"probable";-3,713;-0,157;-0,011;-0,196;-0,2;5,255
"privation";-0,322;-0,157;-1,214;-3,375;-0,2;8,275
"poêle";-3,713;-0,157;-1,214;34,05;-0,2;-5,676
"poétique";17,551;-0,157;-1,214;-3,375;-0,2;-1,473
"poutine";-3,713;-0,157;34,743;-1,299;-0,2;-0,396
"potable";-3,713;-0,157;-1,214;5,512;-0,2;0,291
"portefeuille";-3,713;-0,157;-1,214;42,676;-0,2;-8,802
"poli";4,625;-0,157;-1,214;-3,375;-0,2;0,291
"play";30,787;-0,157;-1,214;-1,299;-0,2;-8,802
"piqûre";-0,322;-0,157;-1,214;5,512;-0,2;-0,396
"pertinence";-0,322;-0,157;-1,214;-0,196;-0,2;2,917
"pente";-0,322;4,685;-1,214;0,908;-0,2;-0,002
"paul";23,707;-0,157;-0,011;-1,299;-0,2;-8,802
"patrick";2,904;-0,144;0;-3,094;-0,183;0,045
"paresse";-3,404;-0,144;-1,113;1,334;-0,183;2,05
"panosse";-1,556;403,442;-1,214;-3,375;-0,2;-1,473
"paléo";17,551;-0,157;-1,214;-0,196;-0,2;-5,676
"organisé";-3,713;-0,157;23,959;5,512;-0,2;-8,802
"orage";-1,556;-0,157;0,805;0,065;-0,2;0,291
"okay";-1,289;-0,144;-1,113;-1,062;-0,183;7,036
"oe";-0,339;-0,091;-0,708;-0,24;-0,116;2,432
"obéir";-3,404;-0,144;0;0,182;-0,183;2,05
"néant";-3,713;-0,157;-0,011;2,723;-0,2;0,291
"nuisance";-3,713;-0,157;-1,214;34,05;-0,2;-5,676
"nuancé";-3,713;-0,157;-1,214;-1,299;-0,2;11,979
"nouveauté";-0,322;-0,157;-1,214;5,512;-0,2;-0,396
"nombril";-1,556;-0,157;-1,214;-3,375;-0,2;11,979
"noel";0,012;-0,157;-0,011;0,908;-0,2;-0,396
"nestlé";-3,094;-0,131;5,192;13,478;-0,166;-7,335
"nest";-3,713;4,685;-1,214;-0,196;-0,2;5,255
"nes";-3,404;-0,144;39,091;-1,062;-0,183;-1,019
"nasse";-3,713;-0,157;8,386;-1,299;-0,2;1,263
"mémé";20,642;-0,144;-1,113;-1,062;-0,183;-4,973
"municipal";-3,713;-0,157;-0,011;19,716;-0,2;-3,233
"moustache";23,707;-0,157;-0,011;-3,375;-0,2;-5,676
"mouiller";-1,556;53,069;-0,011;-0,196;-0,2;-0,002
"mouillemerde";30,787;-0,157;-1,214;-3,375;-0,2;-5,676
"motorisé";-3,404;-0,144;-1,113;39,12;-0,183;-8,068
"modérer";-2,785;-0,117;-0,911;10,506;-0,15;-0,297
"messe";12,319;-0,157;-1,214;-3,375;-0,2;-0,396
"mention";0,626;-0,157;-0,011;-0,196;-0,2;-0,002
"mensonger";-3,713;-0,157;-0,011;0,065;-0,2;2,917
"mega";0,626;-0,157;-0,011;0,065;-0,2;-0,396
"maçon";-3,713;-0,157;-0,011;34,05;-0,2;-8,802
"mathématique";-3,713;-0,157;-0,011;5,512;-0,2;-0,002
"martin";23,707;-0,157;-1,214;-1,299;-0,2;-5,676
"marine";-1,556;-0,157;-1,214;-1,299;3,346;5,255
"mardi";0,012;-0,157;-1,214;5,512;-0,2;-1,473
"marc";17,551;-0,157;-0,011;-1,299;-0,2;-5,676
"légalement";-3,713;-0,157;3,597;14,008;-0,2;-5,676
"longévité";-3,713;-0,157;-1,214;0,065;-0,2;5,255
"liverpool";-3,404;-0,144;-1,113;16,557;-0,183;-1,019
"libéralisme";-3,404;-0,144;-1,113;23,017;-0,183;-2,624
"laurent";1,541;-0,052;-0,405;0,022;-0,067;-0,491
"king";-0,181;-0,144;0;-3,094;-0,183;4,17
"justification";-3,713;-0,157;-0,011;0,908;-0,2;1,263
"just";-1,556;-0,157;-0,011;-3,375;-0,2;8,275
"judicieux";-3,713;-0,157;-1,214;0,065;3,346;2,917
"jazz";3,854;-0,131;-1,012;1,902;-0,166;-4,277
"inégal";-3,404;-0,144;0;1,334;-0,183;0,675
"inventeur";23,707;-0,157;-1,214;-3,375;-0,2;-3,233
"intégralité";0,012;-0,157;-1,214;-3,375;-0,2;5,255
"intermédiaire";-1,556;-0,157;-0,011;2,723;74,94;-5,676
"insouciance";30,787;-0,157;-1,214;-1,299;-0,2;-8,802
"indice";-3,713;-0,157;-0,011;-0,196;-0,2;5,255
"incompréhension";-3,713;4,685;0,805;0,065;-0,2;0,291
"inapproprié";-3,713;-0,157;-0,011;-0,196;-0,2;5,255
"impensable";-0,322;4,685;-1,214;-0,196;-0,2;1,263
"impacte";-3,713;-0,157;-0,011;-1,299;16,851;2,917
"immoral";-3,713;-0,157;3,597;0,908;-0,2;-0,002
"ice";2,164;-0,157;8,386;-0,196;-0,2;-5,676
"humide";0,081;58,418;-1,113;-3,094;-0,183;0,045
"horrifier";-1,289;-0,144;1,067;-3,094;-0,183;4,17
"géométrie";-3,713;-0,157;118,627;-3,375;-0,2;-8,802
"géographique";-3,713;-0,157;0,805;9,274;-0,2;-1,473
"générique";2,164;-0,157;-1,214;-0,196;-0,2;-0,002
"gène";-0,322;-0,157;-1,214;-3,375;-0,2;8,275
"gâchis";-3,404;-0,144;0;1,334;-0,183;0,675
"gorge";4,625;-0,157;-1,214;-1,299;-0,2;-0,002
"good";-0,322;-0,157;-1,214;-0,196;3,346;1,263
"gamelle";-1,556;-0,157;-1,214;-0,196;239,77;-3,233
"fusée";-3,713;-0,157;-1,214;42,676;-0,2;-8,802
"fondation";-3,713;-0,157;-0,011;34,05;-0,2;-8,802
"foire";0,626;-0,157;-0,011;-0,196;119,524;-8,802
"fièrement";-0,322;-0,157;3,597;0,065;-0,2;-0,396
"fiscalement";-3,404;-0,144;1,067;16,557;-0,183;-4,973
"fesait";38,79;-0,157;-1,214;-3,375;-0,2;-8,802
"femelle";-1,556;-0,157;-1,214;-1,299;74,94;0,291
"extinction";-3,713;-0,157;-0,011;-0,196;-0,2;5,255
"exclusion";-3,713;-0,157;-1,214;0,065;-0,2;5,255
"excellence";-1,289;-0,144;-1,113;-3,094;-0,183;10,646
"escalier";-1,556;-0,157;-1,214;0,908;-0,2;1,263
"envahisseur";-1,556;-0,157;34,743;-1,299;-0,2;-1,473
"enft";-3,713;-0,157;-1,214;-3,375;-0,2;16,365
"endoctrinement";-3,713;-0,157;-1,214;-0,196;-0,2;8,275
"emprunter";-1,556;-0,157;-1,214;9,274;-0,2;-0,396
"emji_visage_sans_bouche";-3,094;-0,131;0,008;-0,022;-0,166;3,142
"emji_point_d_interrogation_rouge";-2,166;-0,091;-0,708;-0,24;-0,116;5,404
"emji_point_d_exclamation_rouge";-2,475;-0,104;0,105;-0,417;-0,133;3,503
"emji_personne_qui_hausse_les_épaules_peau_claire";-3,713;-0,157;-0,011;5,512;-0,2;-0,002
"emji_hibiscus";24,413;-0,131;0,008;-2,813;-0,166;-7,335
"emji_drapeau_brésil";4,625;-0,157;0,805;0,065;-0,2;-5,676
"emji_abeille";17,611;-0,131;-1,012;-0,834;4,348;-7,335
"emballage";-1,556;-0,157;-1,214;14,008;-0,2;-1,473
"elton";38,79;-0,157;-1,214;-3,375;-0,2;-8,802
"egypte";-3,713;-0,157;79,08;-3,375;-0,2;-3,233
"ecoute";-3,713;-0,157;0,805;-3,375;-0,2;8,275
"débarbouillette";35,557;-0,144;-1,113;-3,094;-0,183;-8,068
"divertissement";-1,556;-0,157;-1,214;0,065;315,432;-8,802
"disproportionné";-3,713;-0,157;0,805;-0,196;-0,2;2,917
"disparaitre";-3,713;-0,157;-0,011;5,512;-0,2;-0,002
"dinosaure";0,626;-0,157;-1,214;5,512;-0,2;-3,233
"daube";-3,404;-0,144;-1,113;-0,091;131,278;-0,159
"dance";38,79;-0,157;-1,214;-3,375;-0,2;-8,802
"cri";0,012;-0,157;3,597;-3,375;3,346;-0,002
"craquer";17,551;-0,157;-0,011;-1,299;-0,2;-5,676
"coute";-3,713;-0,157;-1,214;19,716;-0,2;-1,473
"corrélation";-3,713;-0,157;-0,011;0,065;-0,2;2,917
"correcteur";-3,713;-0,157;-0,011;-0,196;3,346;2,917
"connotation";-3,713;-0,157;-1,214;-3,375;-0,2;16,365
"confondu";-1,556;-0,157;-0,011;0,908;-0,2;0,291
"conditionner";-3,713;-0,157;-1,214;0,908;-0,2;2,917
"concession";-3,404;-0,144;0;1,334;-0,183;0,675
"conception";-3,713;-0,157;-1,214;-0,196;-0,2;8,275
"compétent";-3,713;-0,157;0,805;-1,299;-0,2;5,255
"compléter";-1,556;-0,157;-1,214;14,008;-0,2;-1,473
"commentateur";8,01;-0,157;-1,214;-3,375;-0,2;-0,002
"comestible";-1,556;-0,157;-1,214;26,396;-0,2;-5,676
"colossal";-3,713;-0,157;-1,214;34,05;-0,2;-5,676
"civique";-1,556;-0,157;-1,214;-3,375;3,346;8,275
"citron";2,164;-0,157;-1,214;9,274;-0,2;-8,802
"citadin";-3,713;-0,157;-1,214;-0,196;74,94;0,291
"christophe";-0,161;-0,078;0,402;0,454;-0,1;-0,198
"chouiner";-3,713;-0,157;8,386;-0,196;-0,2;0,291
"choper";-1,556;-0,157;-1,214;-0,196;-0,2;5,255
"chirurgien";-1,556;-0,157;0,805;0,065;3,346;-0,002
"char";-3,094;-0,131;0,008;19,672;-0,166;-4,277
"champagne";-1,289;-0,144;-1,113;16,557;-0,183;-2,624
"castrer";-1,289;-0,144;1,067;-3,094;131,278;-1,019
"cartable";4,625;-0,157;-1,214;-0,196;-0,2;-0,396
"carotte";0,989;-0,144;-1,113;-1,062;18,718;-0,159
"cargo";-0,322;-0,157;-1,214;26,396;-0,2;-8,802
"caresser";4,625;-0,157;-1,214;-3,375;-0,2;0,291
"cameroun";-1,556;-0,157;8,386;0,908;-0,2;-1,473
"caler";-3,713;53,069;-1,214;0,065;-0,2;0,291
"buter";-1,556;-0,157;0,805;-0,196;3,346;0,291
"bullshit";-3,094;-0,131;0,008;-2,813;-0,166;9,319
"bourge";35,557;-0,144;-1,113;-3,094;-0,183;-8,068
"bonus";-3,713;-0,157;-0,011;14,008;-0,2;-1,473
"boisson";-1,556;-0,157;-1,214;2,723;-0,2;0,291
"boguet";12,319;-0,157;-1,214;-0,196;-0,2;-3,233
"blindé";-3,094;-0,131;-1,012;1,902;-0,166;1,282
"blablabla";-3,404;5,268;4,313;0,182;-0,183;-0,159
"biologie";-3,713;-0,157;-1,214;-0,196;-0,2;8,275
"binaire";-1,556;-0,157;-0,011;-3,375;40,716;1,263
"bible";-3,713;-0,157;-0,011;-3,375;-0,2;11,979
"beauf";0,004;-0,052;-0,405;-1,125;-0,067;1,751
"barbare";-3,713;-0,157;62,303;-1,299;-0,2;-3,233
"baignoire";-0,322;512,844;-1,214;-1,299;-0,2;-8,802
"authenticité";0,626;-0,157;-1,214;0,065;-0,2;-0,002
"atomique";-3,404;-0,144;108,74;-3,094;-0,183;-8,068
"astronomique";-3,713;-0,157;-1,214;34,05;-0,2;-5,676
"ascenseur";5,827;-0,144;-1,113;0,182;-0,183;-2,624
"artisanal";-0,181;-0,144;0;16,557;-0,183;-8,068
"appui";-3,713;-0,157;0,805;-1,299;-0,2;5,255
"apport";-3,713;-0,157;-1,214;9,274;3,346;-0,396
"appauvrir";-3,713;-0,157;-1,214;26,396;-0,2;-3,233
"annexer";-3,713;-0,157;97,855;-1,299;-0,2;-8,802
"amender";-3,713;-0,157;-0,011;26,396;-0,2;-5,676
"alliance";-3,713;-0,157;8,386;-3,375;-0,2;2,917
"algorithme";-3,713;-0,157;-0,011;-3,375;-0,2;11,979
"alala";0,012;-0,157;-0,011;0,908;-0,2;-0,396
"ag";-3,404;-0,144;-1,113;39,12;-0,183;-8,068
"affamé";-3,713;-0,157;34,743;-0,196;16,851;-5,676
"affaiblir";-3,713;-0,157;8,386;14,008;-0,2;-8,802
"admiratif";12,319;-0,157;-1,214;-1,299;-0,2;-1,473
"accro";-0,322;-0,157;-1,214;-3,375;-0,2;8,275
"20ans";2,164;-0,157;-1,214;-0,196;-0,2;-0,002
"13h";-3,713;-0,157;-1,214;2,723;-0,2;1,263
"étroit";-3,404;-0,144;0;0,182;-0,183;2,05
"étaler";-3,404;58,418;-1,113;-3,094;-0,183;4,17
"énoncé";-3,094;-0,131;-1,012;-2,813;-0,166;13,637
"électro";7,331;-0,131;-1,012;-2,813;-0,166;-0,022
"zucman";-3,404;-0,144;-1,113;30,537;-0,183;-4,973
"zombie";-1,03;-0,131;-1,012;4,593;-0,166;-0,022
"zero";-1,289;-0,144;9,738;-3,094;-0,183;0,675
"what";0,081;-0,144;0;0,182;-0,183;-0,159
"web";-1,289;-0,144;0;16,557;-0,183;-4,973
"vêtir";-0,181;-0,144;1,067;-3,094;-0,183;2,05
"vosges";14,696;-0,144;0;-1,062;-0,183;-4,973
"virtuel";-0,01;-0,117;-0,911;0;-0,15;0,647
"vih";-3,094;-0,131;-1,012;-0,022;-0,166;5,821
"vigneron";-0,181;-0,144;-1,113;23,017;-0,183;-8,068
"vigilance";-1,289;-0,144;-1,113;23,017;3,8;-8,068
"vibrer";14,696;-0,144;-1,113;-1,062;-0,183;-2,624
"vevey";-1,289;-0,144;-1,113;6,823;-0,183;-0,159
"veiller";-0,181;-0,144;9,738;-1,062;-0,183;-0,159
"varier";-3,404;-0,144;0;11,159;-0,183;-1,019
"vacherin";35,557;-0,144;-1,113;-3,094;-0,183;-8,068
"utopie";-3,404;-0,144;-1,113;0,182;-0,183;4,17
"uruguay";-3,404;-0,144;-1,113;23,017;-0,183;-2,624
"tva";-3,404;-0,144;-1,113;39,12;-0,183;-8,068
"tutoyer";-3,404;-0,144;-1,113;-1,062;-0,183;10,646
"ts";-1,289;-0,144;1,067;-3,094;-0,183;4,17
"transférer";-3,404;-0,144;0;23,017;-0,183;-4,973
"thomas";-1,289;-0,144;-1,113;-3,094;3,8;7,036
"thaïlande";-3,404;5,268;0;-0,091;-0,183;2,05
"that";-0,181;-0,144;9,738;-1,062;-0,183;-0,159
"textile";-1,289;5,268;-1,113;11,159;-0,183;-2,624
"testostérone";-3,404;-0,144;-1,113;0,182;-0,183;4,17
"tessin";0,095;-0,091;-0,708;-1,969;-0,116;2,432
"tag";2,904;-0,144;0;-3,094;-0,183;0,045
"tabou";-1,289;-0,144;0;0,182;-0,183;0,675
"survivant";-3,404;-0,144;53,234;-3,094;-0,183;-1,019
"subvenir";-3,404;-0,144;-1,113;1,334;-0,183;2,05
"street";0,225;-0,131;-1,012;-0,834;-0,166;1,282
"stigmatiser";-3,404;-0,144;-1,113;-3,094;-0,183;15,001
"squatter";-3,094;-0,131;0,008;13,478;-0,166;-2,039
"spoiler";-3,404;-0,144;-1,113;11,159;-0,183;-0,159
"spirituel";-3,404;-0,144;-1,113;-1,062;-0,183;10,646
"spa";-0,073;-0,131;-1,012;-0,022;145,386;-4,277
"soupçonner";-3,094;-0,131;5,192;-0,834;-0,166;1,282
"sommer";20,642;-0,144;-1,113;-1,062;-0,183;-4,973
"sobriété";0,225;-0,131;-1,012;13,478;-0,166;-7,335
"skieur";2,904;-0,144;-1,113;3,548;-0,183;-4,973
"sincérité";9,758;-0,144;0;-3,094;-0,183;-1,019
"simon";20,642;-0,144;-1,113;-3,094;-0,183;-2,624
"sidérer";-3,404;-0,144;-1,113;-0,091;3,8;4,17
"short";35,557;-0,144;-1,113;-3,094;-0,183;-8,068
"sense";-1,03;27,539;-1,012;0,378;-0,166;-0,022
"selle";-0,181;245,4;-1,113;-3,094;-0,183;-1,019
"seine";-3,404;-0,144;-1,113;-3,094;-0,183;15,001
"satisfaction";-1,289;-0,144;-1,113;-3,094;-0,183;10,646
"sarcasme";0,081;-0,144;-1,113;-3,094;-0,183;4,17
"sandale";14,696;-0,144;-1,113;-3,094;-0,183;-1,019
"saleté";-1,289;-0,144;-1,113;23,017;3,8;-8,068
"sacrifier";-3,404;-0,144;0;1,334;-0,183;0,675
"réviser";-1,289;-0,144;4,313;-0,091;3,8;-0,159
"résulter";-3,404;-0,144;0;3,548;-0,183;0,045
"rural";-3,404;-0,144;-1,113;6,823;-0,183;0,045
"rigoureux";-3,404;-0,144;-1,113;0,182;-0,183;4,17
"ride";-0,181;-0,144;0;1,334;-0,183;-0,159
"revivre";5,827;-0,144;0;-0,091;-0,183;-2,624
"reporter";-3,094;-0,131;0,008;8,452;-0,166;-0,621
"rentabilité";-3,404;-0,144;-1,113;6,823;-0,183;0,045
"renseignement";-3,404;-0,144;-1,113;3,548;-0,183;0,675
"renouveler";0,081;-0,144;-1,113;1,334;-0,183;-0,159
"remède";-1,289;-0,144;0;1,334;3,8;-0,159
"relou";0,989;-0,144;0;-3,094;-0,183;0,675
"ref";20,642;-0,144;-1,113;-3,094;-0,183;-2,624
"recouvrir";-3,404;-0,144;1,067;11,159;-0,183;-2,624
"rapidité";0,989;5,268;-1,113;-3,094;-0,183;0,675
"quon";-1,289;-0,144;1,067;0,182;-0,183;0,045
"qques";-1,289;-0,144;0;11,159;-0,183;-2,624
"qqchose";-0,181;-0,144;-1,113;-1,062;-0,183;4,17
"pyramide";-1,289;-0,144;0;-0,091;-0,183;2,05
"putin";9,758;-0,144;-1,113;-3,094;-0,183;-0,159
"publicitaire";-0,181;-0,144;-1,113;11,159;-0,183;-2,624
"psychologie";-3,404;-0,144;-1,113;-3,094;-0,183;15,001
"préventif";-3,404;-0,144;39,091;0,182;-0,183;-4,973
"préoccupation";-0,181;-0,144;1,067;0,182;-0,183;-0,159
"prélever";-1,289;-0,144;1,067;16,557;-0,183;-8,068
"prophète";-1,289;5,268;53,234;-3,094;-0,183;-4,973
"promo";1,485;-0,131;-1,012;4,593;-0,166;-4,277
"prolétaire";-3,094;-0,131;-1,012;35,563;-0,166;-7,335
"progressivement";-1,289;-0,144;0;16,557;-0,183;-4,973
"progressif";-3,404;-0,144;-1,113;23,017;-0,183;-2,624
"prière";-3,404;-0,144;0;-0,091;-0,183;4,17
"prioritaire";-3,094;-0,131;-1,012;1,902;-0,166;1,282
"poète";20,642;-0,144;-1,113;-3,094;3,8;-4,973
"poussette";-3,094;-0,131;-1,012;13,478;-0,166;-0,621
"populiste";-3,404;-0,144;9,738;-1,062;-0,183;0,675
"ponctuation";-2,785;-0,117;-0,911;-0,617;-0,15;8,001
"planétaire";-3,404;-0,144;-1,113;30,537;-0,183;-4,973
"planche";-3,404;-0,144;-1,113;23,017;-0,183;-2,624
"placard";-1,03;-0,131;-1,012;4,593;-0,166;-0,022
"piloter";-1,03;-0,131;-1,012;0,378;-0,166;1,282
"philosophe";9,758;-0,144;-1,113;-3,094;-0,183;-0,159
"pharmaceutique";-3,094;-0,131;-1,012;35,563;-0,166;-7,335
"perturbateur";-3,404;-0,144;-1,113;23,017;3,8;-4,973
"patin";29,091;-0,117;-0,911;-2,531;-0,15;-6,601
"partiel";-3,404;-0,144;0;0,182;-0,183;2,05
"pape";3,854;-0,131;19,966;-2,813;-0,166;-7,335
"paisible";0,225;-0,131;1,401;-2,813;-0,166;0,242
"pacte";-3,404;-0,144;69,557;-0,091;-0,183;-8,068
"oú";-1,03;5,97;1,401;-0,834;-0,166;0,242
"open";-3,404;-0,144;-1,113;11,159;-0,183;-0,159
"one";0,225;-0,131;0,008;-2,813;-0,166;1,282
"olympique";-3,404;5,268;-1,113;16,557;-0,183;-2,624
"officier";-3,094;-0,131;0,008;27,034;-0,166;-7,335
"nécessairement";-3,404;-0,144;-1,113;1,334;-0,183;2,05
"noctambus";20,642;-0,144;-1,113;-1,062;-0,183;-4,973
"nestle";-3,404;-0,144;-1,113;30,537;-0,183;-4,973
"neo";-0,181;-0,144;4,313;-3,094;-0,183;0,675
"nager";0,225;-0,131;-1,012;-0,834;-0,166;1,282
"musicien";5,827;-0,144;-1,113;-3,094;-0,183;0,045
"mossad";-3,404;-0,144;0;-1,062;-0,183;7,036
"mondialisation";-3,404;-0,144;-1,113;0,182;-0,183;4,17
"mohamed";-3,404;-0,144;39,091;-1,062;-0,183;-1,019
"millénaire";-1,289;-0,144;17,343;-0,091;-0,183;-1,019
"mere";0,081;5,268;-1,113;-0,091;-0,183;0,045
"merdique";-3,404;-0,144;-1,113;0,182;-0,183;4,17
"media";-3,404;-0,144;4,313;-0,091;-0,183;0,675
"math";-1,289;-0,144;-1,113;-0,091;3,8;2,05
"mascu";-3,404;-0,144;0;-3,094;-0,183;10,646
"marginal";-3,404;-0,144;-1,113;6,823;-0,183;0,045
"manoeuvre";-3,404;-0,144;0;11,159;-0,183;-1,019
"man";-0,782;-0,117;-0,911;-0,617;5,022;2,188
"mal_être";-3,094;-0,131;-1,012;-0,834;-0,166;9,319
"main_d_oeuvre";-3,404;-0,144;-1,113;39,12;-0,183;-8,068
"lobbying";-3,404;-0,144;1,067;6,823;-0,183;-1,019
"leman";0,081;-0,144;-1,113;16,557;-0,183;-8,068
"kit";-1,289;-0,144;0;-0,091;-0,183;2,05
"juvénile";9,758;-0,144;-1,113;-1,062;-0,183;-1,019
"jouir";-0,181;-0,144;-1,113;-0,091;-0,183;2,05
"joindre";-3,404;-0,144;9,738;3,548;-0,183;-2,624
"intestin";-0,549;-0,104;0,105;7,679;-0,133;-2,913
"interrompre";-3,404;-0,144;0;-3,094;-0,183;10,646
"intercontinental";-2,785;-0,117;-0,911;32,006;-0,15;-6,601
"interaction";-1,289;-0,144;-1,113;-0,091;-0,183;4,17
"insurger";-3,094;-0,131;1,401;-2,813;50,005;0,242
"instable";-3,094;-0,131;-1,012;0,378;-0,166;3,142
"injonction";-3,404;-0,144;0;-3,094;-0,183;10,646
"induire";-3,404;-0,144;-1,113;6,823;-0,183;0,045
"indirect";-3,404;-0,144;1,067;6,823;-0,183;-1,019
"indicateur";-3,404;-0,144;-1,113;3,548;-0,183;0,675
"inconvénient";-0,181;-0,144;-1,113;0,182;3,8;0,045
"incohérence";-3,404;-0,144;9,738;0,182;-0,183;-0,159
"incarné";9,758;-0,144;0;-3,094;-0,183;-1,019
"inapte";-1,289;-0,144;-1,113;-3,094;-0,183;10,646
"impérialiste";-3,404;-0,144;88,059;-3,094;-0,183;-4,973
"impressionner";9,758;-0,144;-1,113;-1,062;-0,183;-1,019
"impots";-1,289;-0,144;-1,113;30,537;-0,183;-8,068
"impossibilité";-3,404;-0,144;-1,113;-3,094;-0,183;15,001
"impeccable";-0,181;-0,144;-1,113;1,334;-0,183;0,045
"impartial";-3,404;-0,144;69,557;-3,094;-0,183;-2,624
"immatriculation";-3,094;-0,131;-1,012;13,478;-0,166;-0,621
"imier";27,596;-0,144;-1,113;-1,062;-0,183;-8,068
"iii";-1,238;-0,052;-0,405;1,837;-0,067;0,097
"hôte";-3,404;-0,144;108,74;-3,094;-0,183;-8,068
"humidité";-0,181;-0,144;-1,113;11,159;-0,183;-2,624
"hugo";9,758;-0,144;4,313;-3,094;-0,183;-4,973
"hitler";-3,404;-0,144;39,091;-1,062;-0,183;-1,019
"handicaper";-3,404;-0,144;-1,113;11,159;-0,183;-0,159
"gym";2,904;-0,144;-1,113;-3,094;-0,183;0,675
"grèce";-1,289;-0,144;1,067;6,823;3,8;-4,973
"grotte";-1,289;-0,144;0;11,159;3,8;-4,973
"grenade";-1,857;-0,078;59,309;-1,688;-0,1;-4,401
"gravité";-3,404;-0,144;0;0,182;-0,183;2,05
"gourou";0,081;-0,144;0;-3,094;44,937;-0,159
"glorieux";-1,289;-0,144;4,313;0,182;18,718;-2,624
"glauque";5,827;-0,144;-1,113;-1,062;-0,183;-0,159
"gitan";-1,289;-0,144;-1,113;-1,062;-0,183;7,036
"girl";1,485;-0,131;-1,012;-2,813;-0,166;1,282
"generation";0,081;-0,144;-1,113;-3,094;-0,183;4,17
"ge";9,758;-0,144;0;0,182;-0,183;-8,068
"froc";-3,404;24,692;-1,113;16,557;-0,183;-4,973
"french";-1,289;-0,144;-1,113;-0,091;-0,183;4,17
"formuler";-3,404;-0,144;-1,113;-3,094;-0,183;15,001
"footballeur";-1,03;-0,131;0,008;1,902;-0,166;-0,022
"focus";-3,404;-0,144;9,738;-3,094;-0,183;2,05
"fleurir";-3,404;-0,144;1,067;6,823;-0,183;-1,019
"fiv";-2,785;-0,117;-0,911;0,681;-0,15;2,188
"fiscalité";-3,404;-0,144;-1,113;39,12;-0,183;-8,068
"farine";-1,03;-0,131;-1,012;19,672;-0,166;-4,277
"faction";-3,404;-0,144;108,74;-3,094;-0,183;-8,068
"facebook";0,989;-0,144;-1,113;-3,094;-0,183;2,05
"exclusivement";-0,181;-0,144;-1,113;1,334;-0,183;0,045
"essoreuse";32,324;-0,131;-1,012;-2,813;-0,166;-7,335
"espere";0,081;-0,144;53,234;-3,094;-0,183;-8,068
"entièreté";-1,289;-0,144;0;0,182;-0,183;0,675
"engraisser";-3,404;-0,144;0;11,159;3,8;-2,624
"enchaîner";-3,404;-0,144;0;0,182;-0,183;2,05
"emojis";-3,404;-0,144;-1,113;-3,094;-0,183;15,001
"emji_visage_ébahi";20,642;-0,144;-1,113;-3,094;-0,183;-2,624
"emji_visage_mécontent";-0,181;-0,144;-1,113;-1,062;3,8;2,05
"emji_visage_déguisé";-3,404;-0,144;-1,113;6,823;-0,183;0,045
"emji_visage_avec_bouche_fermeture_éclair";-1,289;5,268;0;1,334;-0,183;-0,159
"emji_téléphone_portable";17,611;-0,131;-1,012;-0,834;-0,166;-4,277
"emji_symbole_de_paix";14,696;-0,144;1,067;-3,094;-0,183;-4,973
"emji_index_pointant_vers_le_haut_peau_claire";-0,181;5,268;-1,113;3,548;-0,183;-1,019
"emji_empreintes_d_animaux";9,239;-0,117;-0,911;-2,531;-0,15;-0,297
"emji_confettis";25,859;-0,104;-0,809;-2,25;-0,133;-5,868
"emballer";-1,289;5,268;-1,113;1,334;-0,183;0,045
"electro";21,242;-0,117;-0,911;-2,531;-0,15;-3,589
"e_mail";-2,475;-0,104;-0,809;28,449;-0,133;-5,868
"détromper";-2,166;-0,091;-0,708;5,061;-0,116;0,001
"détailler";-3,404;-0,144;-1,113;-1,062;-0,183;10,646
"désespérant";-3,404;5,268;-1,113;-3,094;-0,183;10,646
"désaccord";-3,404;-0,144;-1,113;-3,094;-0,183;15,001
"dérangeant";-0,181;-0,144;-1,113;-3,094;-0,183;7,036
"démission";-3,404;-0,144;-1,113;6,823;-0,183;0,045
"démilitariser";-3,094;-0,131;98,854;-2,813;-0,166;-7,335
"déguster";14,696;-0,144;-1,113;-1,062;-0,183;-2,624
"déformer";-3,404;-0,144;1,067;-0,091;-0,183;2,05
"défilé";-1,289;-0,144;-1,113;-1,062;-0,183;7,036
"déduire";-3,404;-0,144;0;6,823;-0,183;-0,159
"doré";0,989;-0,144;-1,113;0,182;3,8;-1,019
"dock";24,413;-0,131;-1,012;-2,813;-0,166;-4,277
"distinguer";-0,181;-0,144;0;-0,091;-0,183;0,675
